,job_id,flush_size,flush_speed,start_time,end_time
0,2.0,116002378.0,110.61741177727069,2594388.0,3643069.0
1,3.0,116006036.0,114.90296751188589,5137635.0,6147235.0
2,4.0,115988454.0,115.22829295139962,7665805.0,8672402.0
3,6.0,116011464.0,19.022264343993495,10203424.0,16302144.0
4,7.0,116008160.0,35.49277176295801,16317292.0,19585793.0
5,9.0,115995180.0,39.97923061598836,19628325.0,22529711.0
6,11.0,115998366.0,24.803194782018544,22544943.0,27221694.0
7,12.0,115987156.0,15.698559159330275,27232685.0,34621080.0
8,13.0,115989398.0,24.462214024288137,34631578.0,39373152.0
9,14.0,116009812.0,54.04553043996795,39383942.0,41530462.0
10,17.0,116005446.0,19.06393035418627,42627870.0,48712945.0
11,18.0,116005446.0,21.92618254542334,48724139.0,54014866.0
12,19.0,115994118.0,20.24062048325536,54030256.0,59761015.0
13,20.0,116010520.0,17.075153150970554,59771480.0,66565593.0
14,23.0,116006626.0,15.527087196479515,66581239.0,74052481.0
15,24.0,116002614.0,11.83999283900708,74063501.0,83861025.0
16,25.0,116008986.0,105.15728044452703,83871408.0,84974603.0
17,29.0,116001198.0,19.448062640892214,86477276.0,92441942.0
18,31.0,116005446.0,18.630684260059294,92452570.0,98679150.0
19,34.0,115997776.0,24.03854364250187,98690268.0,103515759.0
20,35.0,115990696.0,17.53511969057102,103526226.0,110140991.0
21,37.0,116007570.0,32.69557725348016,110155430.0,113703542.0
22,40.0,115988808.0,14.711944423057922,113714449.0,121598438.0
23,41.0,116001670.0,16.11039433233376,121613199.0,128813623.0
24,42.0,115989752.0,58.08514030803869,128826542.0,130823434.0
25,46.0,116008514.0,18.303340777197477,131495652.0,137833758.0
26,50.0,116002732.0,8.68431737557725,137844596.0,151202322.0
27,53.0,116005210.0,13.244070405056268,151216847.0,159975877.0
28,58.0,115999428.0,17.148950456881337,159989672.0,166753901.0
29,60.0,115997776.0,18.95694223888722,166779351.0,172898364.0
30,62.0,116004738.0,40.69874719637431,172912201.0,175762528.0
31,63.0,115994826.0,9.305007360107815,175848830.0,188314680.0
32,68.0,116006154.0,19.638660037277617,188329034.0,194236064.0
33,71.0,115994708.0,17.018751999060992,194285235.0,201100935.0
34,72.0,115999074.0,49.93195597515952,201111535.0,203434678.0
35,73.0,116007688.0,27.86719088745596,203623792.0,207786669.0
36,76.0,116002968.0,11.506239048894809,207797024.0,217878769.0
37,77.0,116009458.0,13.690908101725068,217893287.0,226366754.0
38,78.0,115996006.0,19.69112824713217,226377010.0,232267785.0
39,81.0,116002614.0,87.84602907032219,232290216.0,233610738.0
40,85.0,116002732.0,9.119352453177749,234822360.0,247542861.0
41,88.0,115995534.0,9.228666519320559,247558474.0,260127520.0
42,92.0,116005564.0,65.17840271129151,260137343.0,261917159.0
43,95.0,116003204.0,29.45135519460588,262642937.0,266581744.0
44,99.0,115990814.0,10.424705020396292,266592166.0,277718698.0
45,102.0,115994472.0,17.04266717522842,277731247.0,284537369.0
46,107.0,115995416.0,9.675097067579053,284555352.0,296544422.0
47,109.0,116007570.0,11.904890035241307,296555391.0,306299922.0
48,111.0,116005564.0,8.866075261572979,306310937.0,319395144.0
49,117.0,115998720.0,74.56952978249885,319686201.0,321241779.0
50,120.0,116002378.0,13.211160468462703,322456897.0,331237532.0
51,121.0,116005682.0,26.369638303569683,331252807.0,335652021.0
52,122.0,115992112.0,99.6874345756722,335674806.0,336838364.0
