,job_id,flush_size,flush_speed,start_time,end_time
0,2.0,115991522.0,116.85649376686231,2699153.0,3691751.0
1,3.0,115991522.0,121.3154505472668,5371588.0,6327703.0
2,4.0,116001788.0,168.85390432244776,8141327.0,8828322.0
3,6.0,115998012.0,16.658602233152624,10798011.0,17761261.0
4,7.0,116000844.0,25.800629753203204,17771930.0,22267977.0
5,9.0,116013470.0,95.25838299605381,22279008.0,23496890.0
6,11.0,116002142.0,22.463978320337386,24883803.0,30047721.0
7,12.0,116001670.0,19.13537555438179,30058713.0,36120871.0
8,13.0,115986448.0,21.790429727422477,36136428.0,41459244.0
9,14.0,116002260.0,16.40029570853623,41469675.0,48542856.0
10,16.0,115993410.0,28.675743219840985,48557923.0,52602924.0
11,19.0,115994472.0,38.36896094217489,52658394.0,55681527.0
12,20.0,116013942.0,16.609905128751382,55692060.0,62676684.0
13,21.0,115997068.0,24.822194341723375,62687572.0,67360691.0
14,24.0,116009458.0,9.57656524865258,67371422.0,79485312.0
15,25.0,116006980.0,15.016272258666133,79495842.0,87221260.0
16,26.0,115988572.0,17.994304861935177,87235823.0,93681672.0
17,31.0,116004856.0,26.158539368306737,93785061.0,98219745.0
18,33.0,115987628.0,16.582804199671397,98229942.0,105224394.0
19,35.0,115994590.0,18.03318291506317,105235403.0,111667689.0
20,39.0,115989516.0,9.90887673840687,111682052.0,123387669.0
21,42.0,116000844.0,23.85990961685172,123399576.0,128261323.0
22,44.0,115988454.0,17.868871637891324,128311459.0,134802549.0
23,45.0,116007688.0,24.325940974080332,134813759.0,139582647.0
24,46.0,116001080.0,16.52307582739244,139597289.0,146617839.0
25,49.0,115991522.0,9.596295856893548,146628467.0,158715581.0
26,50.0,116002732.0,12.578335649969645,159758798.0,168981221.0
27,51.0,116001434.0,26.722111444570274,169026006.0,173367034.0
28,54.0,116001552.0,16.20722617454362,173381718.0,180539115.0
29,58.0,115992348.0,8.501201460250963,180554553.0,194198783.0
30,61.0,115987510.0,27.887136779015844,194213005.0,198372181.0
31,65.0,115991876.0,11.787503578418455,198387101.0,208227342.0
32,70.0,115998012.0,14.092098789249293,208241693.0,216473115.0
33,72.0,116001670.0,10.39032670926699,216483987.0,227648378.0
34,75.0,116000608.0,14.20095072418348,227663304.0,235831814.0
35,79.0,116006036.0,17.865626982346136,235846493.0,242339746.0
36,81.0,115996242.0,83.08144895876234,242411841.0,243808016.0
37,82.0,115997894.0,23.311403603083996,245083668.0,250059683.0
38,84.0,116010992.0,18.689083709496053,250070156.0,256277576.0
39,87.0,116003558.0,9.119879099269749,256287960.0,269007817.0
40,88.0,116006036.0,25.29560762448444,269022091.0,273608106.0
41,90.0,116002378.0,8.204804267089761,273622758.0,287761106.0
42,93.0,116003204.0,15.461692582058001,287771268.0,295273888.0
43,97.0,115996714.0,16.64241692616182,295288993.0,302258937.0
44,100.0,116001080.0,12.898275583324642,302272728.0,311266262.0
45,103.0,116006862.0,15.68932616842388,311266454.0,318660453.0
46,107.0,115982082.0,18.088434293047026,318670825.0,325082772.0
47,111.0,115991640.0,11.270139052447234,325097733.0,335389677.0
48,114.0,115999428.0,10.592156323466325,335409364.0,346360810.0
49,117.0,115987746.0,16.7584088059138,346374957.0,353296124.0
50,121.0,115997540.0,58.583343897076986,353309824.0,355289867.0
51,123.0,116003204.0,4.6606901929934486,356319020.0,381208725.0
52,134.0,116004620.0,4.060611311187431,382615211.0,411183476.0
53,141.0,116020196.0,36.514905244578955,411245049.0,414422387.0
54,143.0,115994118.0,134.922378476463,414526394.0,415386104.0
55,144.0,115999310.0,16.98899970371594,417170854.0,423998761.0
56,146.0,116005210.0,21.699879084725243,423998850.0,429344742.0
57,149.0,115993764.0,12.659590520993076,429359252.0,438521773.0
58,150.0,115998248.0,18.838361654910106,438672414.0,444829969.0
59,151.0,116005328.0,12.174043465845559,444859629.0,454388536.0
60,153.0,115991286.0,24.456747628097094,454398192.0,459140903.0
61,158.0,115989516.0,97.7971857159359,459159106.0,460345127.0
62,161.0,116001080.0,9.37020377257047,461899476.0,474279258.0
63,164.0,116004030.0,21.33394500778202,474293060.0,479730593.0
64,168.0,115997540.0,17.850666467227406,479740099.0,486238318.0
65,172.0,115995180.0,9.46098990209426,486247849.0,498508213.0
66,175.0,115998248.0,22.107916468931236,498518949.0,503765859.0
67,178.0,115996950.0,126.94632436951983,503777833.0,504691581.0
68,179.0,116005918.0,7.854169992670267,506638395.0,521408373.0
69,181.0,116009576.0,9.716048959819497,521422355.0,533362350.0
70,184.0,116010048.0,7.67671088311784,533439771.0,548551718.0
71,185.0,115999664.0,8.778427828968184,548565284.0,561779457.0
72,189.0,115994708.0,5.753582462915477,561789671.0,581950103.0
73,198.0,116014414.0,5.075817783280758,590460533.0,613316833.0
74,199.0,115993646.0,20.460901045133046,613674931.0,619343970.0
75,209.0,115998720.0,85.30954837656344,619355287.0,620715026.0
76,210.0,116001434.0,20.327285222982304,622021881.0,627728567.0
77,212.0,116006744.0,20.025414225779635,627739509.0,633532485.0
78,215.0,116003794.0,52.967181055537466,633543038.0,635733145.0
79,216.0,116005800.0,11.075032073025874,636614582.0,647089116.0
80,217.0,115987628.0,37.65781949006523,647103992.0,650184033.0
81,220.0,116001080.0,26.966196327889158,650201638.0,654503360.0
82,224.0,115995298.0,8.457841057307988,654513898.0,668228426.0
83,227.0,115998602.0,16.148597004120727,669085482.0,676268682.0
84,230.0,116000608.0,61.35864681619056,676279158.0,678169692.0
85,234.0,116002024.0,161.89890706187919,678941963.0,679658472.0
86,238.0,116003912.0,6.010601514496149,681617424.0,700917308.0
87,241.0,116011818.0,29.918042713455094,700927784.0,704805438.0
88,243.0,115998248.0,19.02447699938793,705039912.0,711137228.0
89,244.0,115992702.0,9.135009923135081,711151650.0,723849250.0
90,246.0,115998956.0,9.305479749529528,723859120.0,736324781.0
91,249.0,115999310.0,13.148015113959966,736338691.0,745161263.0
92,250.0,115991758.0,7.086245243783547,745171496.0,761540074.0
93,251.0,116010166.0,24.239255167889144,761553669.0,766339714.0
94,255.0,115995652.0,54.11133357715446,766349428.0,768493076.0
95,259.0,115998484.0,7.9786403503824435,769025421.0,783564049.0
96,262.0,115995770.0,93.10625014548383,783575299.0,784821142.0
97,266.0,115995416.0,19.07516272907956,786226142.0,792307108.0
98,269.0,115995888.0,17.560426358044353,792316836.0,798922364.0
99,273.0,116000962.0,23.243583521718342,798936663.0,803927329.0
100,277.0,231995670.0,13.431487108165959,810232976.0,827505499.0
101,298.0,115995770.0,16.00093719251388,830189420.0,837438731.0
102,310.0,116012998.0,22.050865266441544,837439841.0,842700995.0
103,315.0,115996832.0,94.67243422534614,842746636.0,843971880.0
104,316.0,115997186.0,19.265838481257042,845407498.0,851428372.0
105,318.0,116002732.0,18.422486592795295,851439236.0,857736037.0
106,321.0,115998248.0,14.84211436789551,857746484.0,865561964.0
107,322.0,115994472.0,13.178554289142172,865576312.0,874378072.0
108,324.0,115996124.0,16.10524238991456,874388680.0,881591063.0
109,327.0,115991168.0,18.473393500660872,881606229.0,887885052.0
110,331.0,115997186.0,13.218014676682367,887895587.0,896671276.0
111,334.0,115989280.0,17.745473950449444,896682439.0,903218713.0
112,338.0,115998484.0,152.75902738636424,903237995.0,903997351.0
113,341.0,116001788.0,16.68282498001687,905944462.0,912897828.0
114,345.0,115993646.0,9.155566328844598,912912439.0,925581633.0
115,348.0,115993410.0,15.851837304990825,925591869.0,932909217.0
116,351.0,115995298.0,136.39958466994665,932919081.0,933769489.0
117,352.0,115994118.0,8.868909569618163,935810883.0,948889618.0
118,354.0,116004856.0,8.491073876057616,949112116.0,962774093.0
119,357.0,116001670.0,7.470440343918666,962792874.0,978320964.0
120,358.0,116000844.0,7.698014145794416,978335283.0,993404214.0
121,359.0,116008632.0,34.857451743298775,993459331.0,996787418.0
122,364.0,115999546.0,16.542553675448943,996796903.0,1003809094.0
123,368.0,116006154.0,23.62310640809969,1003809254.0,1008719961.0
124,371.0,115995298.0,12.863090471667618,1008732037.0,1017749722.0
125,374.0,115998130.0,21.83963686876313,1017759567.0,1023070925.0
126,378.0,115994118.0,19.635206423881954,1023080474.0,1028987930.0
127,382.0,115999664.0,13.032087226259373,1029001620.0,1037902701.0
128,385.0,116015830.0,12.056862172495606,1037918128.0,1047540518.0
129,390.0,116000254.0,12.713642596396326,1047550771.0,1056674848.0
130,393.0,115993410.0,12.09098209578228,1056688380.0,1066281762.0
131,396.0,115992820.0,10.533916451971859,1066294814.0,1077306181.0
132,400.0,115996832.0,6.650837165457338,1077317552.0,1094758489.0
133,403.0,115987038.0,11.201808057974675,1094772448.0,1105126762.0
134,406.0,116006744.0,32.03884871223744,1105136566.0,1108757381.0
135,411.0,116008042.0,109.4630285942902,1108771610.0,1109831402.0
136,415.0,116001906.0,7.8093264445434505,1111475538.0,1126329816.0
137,418.0,115986566.0,28.755626218846736,1126340486.0,1130374012.0
138,434.0,115989634.0,15.095049266315042,1130374619.0,1138058571.0
139,449.0,115993882.0,58.646895216233915,1138069071.0,1140046906.0
140,450.0,115989988.0,57.618886716955075,1140724573.0,1142737628.0
141,453.0,116000608.0,18.890511980674457,1143660177.0,1149800858.0
142,456.0,115992820.0,13.441486052899693,1149816368.0,1158445832.0
143,457.0,116000372.0,20.690816339271223,1158524624.0,1164130994.0
144,460.0,116013588.0,16.78319805152533,1164157632.0,1171070116.0
145,463.0,115997068.0,42.2376268844921,1171101310.0,1173847607.0
146,467.0,115995298.0,94.07376006163703,1173863162.0,1175096187.0
147,470.0,116004974.0,8.207472470063113,1177823741.0,1191957809.0
148,473.0,115999074.0,14.698935395762492,1191968669.0,1199860334.0
149,477.0,115982082.0,42.72896111690129,1199870111.0,1202584478.0
