microseconds_start,duration,job_id,RdMBPS,WtMBPS,Input File Size (Input Level),Input File Size (Output Level),Output File Size (MB),output_level
438619168,6744790,852,143.4,142.3,0.0,430.5,427.3,2
437671894,5787207,853,59.8,57.7,64.8,123.8,182.1,2
439218817,7347202,854,59.1,56.0,64.8,121.9,176.8,2
435192716,3308582,855,82.0,77.8,64.8,129.5,184.5,3
435168881,2358690,856,81.5,80.3,64.8,385.0,443.4,3
435192082,3308325,857,65.8,63.4,60.1,129.5,182.7,3
439538707,7667814,858,67.1,63.8,64.8,129.5,184.6,2
438222300,3036054,860,67.1,63.5,64.8,129.5,183.9,3
438222107,3035341,861,64.8,62.5,64.8,122.9,180.9,3
437664033,2485076,862,69.8,68.9,64.8,384.2,443.0,3
438222161,3034936,863,73.2,72.5,64.8,447.8,507.7,3
438214143,3020814,864,83.8,83.0,64.8,548.2,607.2,3
448198047,8273261,869,49.1,46.8,21.6,56.2,74.2,1
445404758,3071780,872,42.4,40.2,64.8,59.4,117.7,3
445851015,3252802,873,52.2,49.0,64.8,97.1,152.0,3
446671502,4325792,874,45.8,43.2,64.8,124.2,178.3,3
446671594,4335281,875,45.2,43.0,64.8,121.7,177.4,3
446663133,4325606,876,47.0,44.1,64.8,129.5,182.4,3
446671652,4335318,877,45.3,42.9,64.8,122.4,177.5,3
446671624,4335248,878,47.0,44.3,64.8,129.5,183.0,3
446671558,4334597,879,47.0,44.2,64.8,129.5,182.6,3
446715454,4394775,880,50.9,48.3,64.8,148.7,202.5,3
443982867,1661963,881,68.7,65.8,24.3,64.8,85.4,3
446866471,4547540,882,54.4,51.6,64.8,171.1,223.9,3
448283199,4283948,884,119.2,118.1,696.3,243.9,931.9,3
446779710,1360407,886,58.0,55.5,64.8,172.3,226.7,3
449617245,3691660,887,68.5,65.5,64.8,176.5,230.6,3
451095033,4388004,888,48.2,45.1,64.8,109.0,162.8,3
450483614,3781586,889,56.7,53.9,64.8,137.7,192.6,3
451095009,4378657,890,61.5,58.6,64.8,181.8,234.6,3
451094957,4378610,891,59.8,56.7,64.8,180.8,233.1,3
451094936,4378276,892,58.5,56.1,64.8,179.6,234.4,3
451094819,4307775,893,57.9,54.7,64.8,177.7,228.8,3
450491228,3745155,895,58.6,55.3,64.8,180.0,231.1,3
451087050,4199862,896,58.2,55.1,64.8,178.3,230.1,3
451094754,4113123,897,62.4,59.3,64.8,180.0,232.4,3
452043978,687960,900,288.8,284.7,64.8,124.7,186.8,2
455105450,1526049,902,112.5,111.0,51.3,112.4,161.5,2
457180148,4409374,903,161.7,160.5,0.0,430.5,427.3,2
457187941,4799984,904,74.6,73.5,64.8,249.1,309.2,2
457187894,4800099,905,61.6,61.0,64.8,194.3,256.4,2
457165617,4409125,906,56.9,56.2,64.8,195.7,257.1,2
457590914,5233030,907,55.4,54.8,59.4,194.3,251.1,2
455182683,2791661,908,64.9,63.9,64.8,259.1,318.7,0
457760777,5359618,909,70.8,69.9,64.8,297.3,357.4,2
458351113,5993465,910,108.8,107.5,64.8,251.6,312.6,2
458170058,3048139,915,88.8,87.9,64.8,443.0,502.7,2
462243168,3685158,921,269.0,266.8,642.5,302.9,937.7,1
462984892,657767,925,289.6,284.3,52.1,129.5,178.3,2
464028280,1015042,926,267.6,263.4,64.8,194.3,255.0,2
465055950,993076,928,273.5,270.0,64.8,194.3,255.7,2
466098394,995229,930,272.9,266.7,64.8,194.3,253.2,2
467315762,1168470,932,268.8,265.3,64.8,234.8,295.6,2
468576782,1128413,934,286.6,281.7,64.8,243.6,303.2,2
472486993,3885272,936,158.5,157.4,0.0,430.5,427.3,2
471464835,2847227,937,83.0,82.3,34.0,192.4,224.3,0
472512219,3911637,938,86.0,84.6,64.8,253.9,313.4,2
471472396,2857558,939,103.5,102.6,64.8,321.2,382.6,2
473167759,4564837,940,115.7,114.6,64.8,438.8,498.8,2
473371196,4769312,941,113.9,112.6,64.8,453.3,512.1,2
477028433,3468041,949,259.2,257.4,588.7,268.7,851.4,1
478040300,935689,953,255.6,251.0,64.8,163.3,224.0,2
479284709,1211999,955,253.2,248.4,64.8,227.9,287.1,2
479703523,379078,957,274.4,269.8,21.7,77.5,97.6,2
480364764,625460,958,253.5,249.2,32.1,119.1,148.6,2
481750240,1358886,960,271.9,268.3,64.8,287.6,347.7,2
484340388,2020263,962,191.1,187.8,64.8,303.3,361.9,2
489430893,6246597,964,57.1,56.4,20.3,153.5,171.6,2
486069588,3194461,965,141.3,140.2,0.0,430.4,427.3,0
489438618,6561758,966,60.1,56.0,64.8,129.5,181.0,2
489823560,6936480,967,50.8,47.1,64.8,99.5,152.1,2
489909996,7046552,968,52.5,48.9,64.8,123.9,175.6,2
486062039,3193582,969,53.0,50.3,64.8,125.7,180.6,2
488139738,3387973,973,70.3,69.5,64.8,353.9,414.2,3
488139941,3768470,974,71.8,71.1,64.8,384.4,445.0,3
488139908,3768265,975,75.9,75.3,64.8,437.4,497.9,3
488132438,3387713,976,81.5,80.5,64.8,483.1,540.8,3
490069389,5712312,977,83.2,82.5,64.8,388.5,449.4,2
499092552,8769261,983,52.2,49.0,64.8,101.9,156.4,1
496081052,3349492,986,44.8,42.3,64.8,129.5,183.3,3
497282213,4542938,987,44.8,42.2,64.8,129.5,182.8,3
497289868,4542762,988,44.8,42.1,64.8,129.5,182.3,3
497289834,4542970,989,44.8,41.8,64.8,129.5,181.0,3
497289776,4542811,990,44.8,41.5,64.8,129.5,179.9,3
497289901,4542860,991,48.4,45.8,64.8,150.1,203.3,3
497444026,4657815,992,48.8,47.0,64.8,152.0,208.6,3
497452329,4657728,993,48.8,46.3,64.8,152.2,205.7,3
497452376,4657814,994,50.4,47.9,64.8,161.4,215.0,3
497452435,4705528,995,49.9,47.2,64.8,159.2,211.6,3
497452405,4705472,996,59.3,56.4,22.7,64.8,83.2,3
500555501,4458886,998,106.5,105.6,696.3,194.3,883.0,3
502414937,4770313,1000,53.8,50.5,64.8,164.1,214.6,3
501750537,4413605,1001,47.3,44.9,64.8,134.5,188.9,3
502424673,5102420,1002,50.4,47.4,64.8,164.5,215.7,3
502425069,5102396,1003,48.5,46.0,64.8,171.2,224.0,3
502424964,5098246,1004,50.9,48.5,64.8,175.3,228.9,3
502424868,4948219,1005,49.3,46.4,64.8,175.1,225.6,3
502425211,4939931,1006,48.9,45.9,64.8,173.0,223.6,3
502425013,4939847,1007,52.5,49.8,64.8,182.5,234.5,3
502425038,4939816,1008,52.9,50.4,64.8,184.5,237.2,3
499030860,1547843,1009,52.9,50.3,64.8,184.6,237.2,3
502685438,3625917,1011,72.3,68.7,64.8,185.2,237.4,3
503892521,915141,1014,259.5,255.6,64.7,161.7,223.1,2
509199573,5280933,1016,62.3,61.7,21.4,64.8,85.3,2
505366085,1449402,1017,57.8,57.2,28.6,162.3,189.0,2
510080327,6155602,1018,130.3,129.3,0.0,430.5,427.3,2
510088182,6155823,1019,50.2,49.6,64.8,188.3,249.9,2
510088219,6155605,1020,51.7,51.0,64.8,238.8,299.2,2
510145830,6230188,1021,54.5,53.9,64.7,255.1,316.2,2
507399541,3465148,1022,55.2,54.4,64.8,259.0,319.2,0
510488788,6571936,1023,57.7,57.1,64.8,278.1,339.2,2
510404725,6473086,1024,60.1,59.4,55.7,315.4,366.9,2
510396479,6472933,1025,69.8,69.1,64.8,365.9,426.6,2
507399471,3465207,1026,66.6,65.7,64.8,352.6,411.8,2
514120494,3375118,1034,263.4,261.6,588.7,259.1,842.0,1
514997906,788207,1038,258.5,252.7,64.8,129.5,190.0,2
515958489,931817,1040,291.5,287.2,64.8,194.3,255.3,2
516954156,976895,1042,274.0,271.3,64.8,190.5,252.8,2
517937611,948993,1043,286.2,282.2,64.8,194.3,255.4,2
518934403,961364,1045,273.7,270.0,56.6,194.3,247.5,2
521259424,1974022,1047,195.1,192.7,64.8,302.6,362.7,2
523372817,3343633,1049,135.0,134.0,0.0,430.5,427.3,0
525110302,5043812,1050,64.9,64.0,29.2,185.3,211.7,2
525202029,5187338,1051,72.3,67.9,64.8,116.8,170.7,2
523473216,3468365,1052,74.5,70.1,64.8,121.2,174.9,2
525597504,5592426,1053,63.1,58.2,64.8,119.8,170.3,2
524116586,2634432,1054,58.1,54.1,64.8,121.6,173.4,3
524634021,3069425,1055,80.6,79.7,64.8,322.8,383.2,3
524124614,2616295,1056,86.7,85.5,64.8,363.9,423.0,3
524641647,3360795,1057,113.6,112.6,64.8,541.3,600.6,3
529104501,3269740,1061,265.1,263.3,588.7,238.0,820.9,1
530065474,887023,1065,289.8,285.7,64.8,180.3,241.7,2
531318749,1219838,1066,270.4,266.9,64.8,249.8,310.5,2
532509501,1152690,1068,278.4,274.9,64.8,241.2,302.2,2
533762803,1215668,1070,275.5,271.2,64.3,255.1,314.4,2
535029434,1229035,1072,263.0,260.9,49.2,259.1,305.8,2
541122039,5856123,1075,146.0,144.9,0.0,430.5,427.3,2
538501452,3091778,1076,74.2,69.8,64.8,165.3,216.4,0
541553647,6135452,1077,50.5,47.1,64.8,129.5,181.0,2
541534641,6135056,1078,49.0,46.9,64.8,124.0,180.5,2
539450652,4038637,1079,50.4,47.1,64.8,129.5,181.3,3
539441382,4031121,1080,58.0,54.5,64.8,163.0,214.3,3
541814796,6410303,1081,78.1,76.9,64.8,371.2,429.7,2
539450688,4038656,1082,77.3,76.1,64.8,387.5,445.5,3
539515501,4119660,1083,75.8,75.0,64.8,378.8,438.9,3
538944694,3249492,1084,84.8,84.0,64.8,453.4,513.5,3
545781044,3712681,1089,253.2,251.1,642.5,253.9,889.2,1
549720269,4117828,1093,58.9,55.1,52.6,118.2,159.7,3
549720337,4118281,1094,47.6,44.2,64.8,122.0,173.5,3
549671669,3040780,1095,48.0,44.3,64.8,123.6,174.1,3
549736063,4166973,1096,53.5,50.5,64.8,148.0,200.6,3
550251116,4589918,1097,54.7,51.5,64.8,174.9,225.3,3
550251285,4590776,1098,54.3,51.1,64.8,174.5,224.9,3
550251450,4665749,1099,54.3,51.8,64.8,176.8,230.4,3
550251260,4590145,1100,51.1,48.0,64.8,158.8,209.9,3
550251210,4617777,1101,54.6,51.4,64.8,174.5,224.9,3
550243403,4590493,1102,54.2,50.9,64.8,172.4,222.9,3
550251402,4665313,1103,57.4,53.5,82.2,173.1,238.0,3
551512482,1012309,1106,268.4,264.3,64.8,194.3,255.2,2
552707485,1147937,1108,268.1,264.4,64.8,228.7,289.5,2
553224937,481749,1110,283.5,280.0,35.1,95.2,128.7,2
554982377,1706001,1111,184.5,181.9,64.8,235.4,296.0,2
558195656,4146365,1113,155.0,153.9,0.0,430.5,427.3,2
558195570,4146213,1114,81.9,80.6,64.8,259.1,318.8,2
558187617,4146470,1115,79.5,78.4,64.8,249.6,310.0,2
557000902,2911750,1116,79.0,77.7,64.8,247.5,307.3,0
558379551,4339671,1117,90.4,89.6,64.8,309.4,370.8,2
558572431,4520280,1118,91.9,91.1,64.8,331.4,392.5,2
562536962,3776116,1127,256.8,254.8,588.7,335.9,917.7,1
563666336,991212,1131,267.3,262.6,58.5,194.2,248.3,2
564999584,1292595,1133,262.6,258.8,64.8,259.0,319.0,2
566245547,1193161,1135,284.6,279.4,64.8,259.0,317.9,2
567574279,1288153,1137,280.6,277.0,64.8,279.9,340.2,2
569869024,2066081,1139,188.2,186.4,64.8,306.1,367.4,2
573282959,4579006,1141,161.4,160.2,0.0,430.5,427.3,2
573860938,5175661,1142,77.2,76.6,28.7,258.2,284.7,2
571477010,2796555,1143,70.4,69.2,53.2,254.0,302.2,0
573853657,5175672,1144,78.7,77.5,64.8,323.8,382.4,2
574893080,6222449,1145,77.5,76.6,64.8,317.9,378.1,2
572567851,3897251,1146,83.0,81.9,64.8,319.0,378.7,2
574749244,4821034,1148,78.8,77.8,64.8,297.7,357.5,2
574749326,4850303,1149,95.2,94.3,64.8,500.4,559.3,2
580028980,4879238,1155,179.8,178.5,642.5,194.3,830.5,1
581355880,2905159,1159,53.7,49.3,64.8,84.0,136.6,3
581454825,3003555,1160,58.2,53.6,64.8,102.1,153.5,3
582402296,3919384,1161,49.9,46.7,58.5,127.8,174.4,3
582402053,3919162,1162,52.0,48.1,64.8,129.5,179.8,3
582402319,3918778,1163,56.1,51.8,64.8,145.2,194.0,3
582386995,3914828,1164,54.0,50.7,64.8,136.9,189.4,3
582402191,3925903,1165,52.0,48.5,64.8,129.5,181.3,3
582521943,4045992,1166,59.4,55.4,64.8,164.4,213.6,3
582522029,4057029,1167,55.9,53.0,64.8,150.9,204.4,3
582514387,4045730,1168,57.8,54.6,64.8,158.7,211.3,3
582522123,4056895,1169,59.4,55.3,64.8,165.1,214.1,3
583614075,866843,1172,300.7,296.6,64.8,183.8,245.2,2
584647018,999839,1173,271.7,265.7,64.8,194.3,253.3,2
585703011,1021235,1175,270.0,265.6,64.8,198.2,258.6,2
585871541,134834,1177,260.7,258.2,7.9,25.6,33.2,2
586221157,331224,1178,266.2,262.9,19.3,64.8,83.0,2
589580018,2574993,1179,131.9,129.8,64.8,259.0,318.9,2
589624162,2825235,1181,57.8,57.3,29.3,126.6,154.3,2
591958378,5186990,1182,158.6,157.5,0.0,430.5,427.3,2
589632097,2845483,1183,105.6,104.5,64.8,411.5,471.6,0
591509563,4729754,1184,89.8,88.8,61.6,382.9,439.0,2
592728658,5923808,1185,99.3,98.3,64.8,496.5,555.1,2
592754287,5983066,1186,122.2,120.8,64.8,295.6,356.2,2
592728584,3091303,1191,102.2,101.1,64.8,518.2,577.0,2
597970894,4961846,1195,176.8,175.5,642.5,194.3,830.5,1
599448245,3125739,1199,44.3,41.7,32.4,95.4,120.3,3
600631007,4303787,1200,55.6,50.8,64.8,100.9,151.5,3
601216140,4842518,1201,52.2,48.8,64.8,149.3,200.3,3
601208052,4445689,1202,57.1,53.1,64.8,177.4,225.3,3
601216312,4842300,1203,56.1,52.8,64.8,194.3,243.5,3
601224417,4887144,1204,51.7,48.6,64.8,174.1,224.5,3
601224349,4886947,1205,52.8,49.3,64.8,178.9,227.8,3
599349002,3026061,1206,55.8,52.6,64.8,194.3,243.9,3
601224255,4865268,1207,54.5,51.3,64.8,189.4,238.9,3
601216037,4838552,1208,54.5,51.9,64.8,189.1,241.9,3
601224394,4886899,1209,55.6,52.7,64.8,194.3,245.6,3
602226800,757544,1213,287.5,283.9,64.8,142.9,205.1,2
603241383,983817,1214,276.1,271.4,64.8,194.3,254.6,2
605218555,1933682,1216,167.9,165.7,64.8,244.8,305.5,2
608670755,4513446,1218,170.7,169.5,0.0,430.4,427.3,2
608205868,4030905,1219,66.2,65.7,21.1,207.6,226.9,2
606799964,2643617,1220,84.2,82.8,64.8,259.1,318.3,0
608213546,4055861,1221,65.6,64.9,34.6,219.1,251.2,2
609564294,5411838,1222,72.7,71.6,64.8,248.1,308.0,2
609571931,5412511,1223,96.5,95.6,64.8,433.5,493.2,2
607767580,3623992,1224,100.4,99.3,64.8,453.3,512.8,2
613544694,3740309,1234,255.1,253.2,588.7,321.4,903.3,1
618548941,4557087,1238,62.8,58.9,48.9,129.5,167.3,3
618549059,4990778,1239,54.8,51.0,64.8,173.4,221.6,3
616532093,2979996,1240,54.4,50.7,64.8,194.3,241.2,3
618540484,4556662,1241,54.4,50.8,64.8,194.3,241.6,3
618549031,4990589,1242,54.4,50.9,64.8,194.3,242.1,3
618549085,4990656,1243,53.9,49.7,64.8,169.6,216.0,3
618549005,4556763,1244,53.8,50.4,59.3,174.4,218.8,3
618549187,4990287,1245,51.7,48.5,64.7,181.3,230.9,3
618549234,4977754,1246,49.3,46.8,64.8,169.7,222.7,3
618549104,4990328,1247,52.3,48.6,64.8,184.0,231.2,3
618549260,4990340,1248,54.6,51.3,64.8,194.3,243.7,3
619490631,1762773,1250,138.8,136.8,47.0,186.4,230.0,2
619823162,2181454,1251,155.6,153.1,64.8,259.0,318.5,2
620969529,883245,1254,253.1,249.1,64.8,148.4,209.8,2
624018831,3026375,1256,157.7,157.6,0.1,15.5,15.6,2
625651399,4623983,1257,158.5,157.3,0.0,430.4,427.3,2
626389069,5396339,1258,83.4,81.7,64.8,176.0,235.8,2
626864277,5849057,1259,58.8,58.0,64.8,194.3,255.6,2
623857856,2847489,1260,68.6,67.5,64.8,288.3,347.6,0
626925773,5931831,1261,69.7,68.7,64.8,323.8,383.4,2
626871897,5848831,1262,83.2,82.4,64.8,399.4,459.7,2
627206233,6212418,1263,73.5,72.5,64.8,351.1,410.3,2
621097680,104023,1264,83.2,82.4,64.8,428.4,488.2,2
633887269,6448749,1274,148.9,147.7,642.5,273.1,908.2,1
636048494,4826016,1278,50.2,46.9,64.8,166.3,216.0,3
636056986,5472597,1279,47.4,44.1,64.8,182.6,230.2,3
636057165,5473016,1280,49.6,46.1,64.8,194.3,240.9,3
636056644,5472924,1281,47.4,44.3,64.8,182.8,231.1,3
636056861,5472888,1282,47.0,43.7,64.8,180.5,228.1,3
636056589,5472867,1283,47.5,44.0,64.8,183.1,229.9,3
636056696,5472490,1284,49.0,45.8,64.8,190.8,238.8,3
636056735,5472568,1285,47.4,44.1,64.8,182.4,230.0,3
636064568,5487836,1286,50.7,47.3,64.8,200.6,247.5,3
636064798,5473949,1287,52.2,48.9,64.8,208.6,255.8,3
636064620,5487852,1288,51.3,48.7,64.8,203.3,254.3,3
637246956,909204,1291,242.7,238.8,64.8,145.7,207.1,2
638271637,994147,1293,248.7,245.1,64.8,171.0,232.3,2
639375551,1058087,1295,256.7,253.0,64.8,194.3,255.3,2
643862927,4479793,1297,132.7,131.8,0.0,430.5,427.3,2
644547260,5082404,1298,65.7,64.6,64.8,216.0,275.9,2
644547326,5114227,1299,63.8,63.1,39.7,269.6,306.0,2
644596330,5165122,1300,66.4,65.0,64.8,259.1,317.2,2
642801672,3400416,1301,65.0,64.4,64.8,250.5,312.0,0
644849054,5426293,1302,70.6,69.6,64.8,282.8,342.6,2
644533049,5081882,1303,69.9,68.9,64.8,297.1,356.7,2
645461914,6077577,1304,95.4,94.4,64.8,488.2,547.3,2
648941109,3240103,1314,282.9,280.9,588.7,285.6,868.0,1
650101060,1080575,1317,247.8,244.5,64.8,190.6,252.0,2
651334659,1194982,1319,278.3,274.6,64.8,252.4,312.9,2
652563106,1189714,1321,275.8,273.0,64.8,248.1,309.8,2
653795381,1194453,1323,281.3,276.9,64.8,255.6,315.4,2
657291533,3448125,1325,161.3,160.1,0.0,430.5,427.3,2
657378260,2923657,1327,100.4,98.9,64.8,265.3,325.3,2
659953981,4971767,1328,56.7,56.2,28.6,129.6,156.7,2
657273317,2798954,1329,64.8,64.1,36.1,198.1,231.9,0
658743657,3790502,1330,80.5,79.5,64.8,316.7,376.8,2
662267255,7548248,1331,68.7,64.8,50.7,115.1,156.5,2
661158311,6701992,1332,90.7,83.6,64.8,166.2,212.8,2
664076680,9619595,1333,83.7,82.9,64.8,470.1,529.7,2
659961617,2532576,1338,61.8,60.8,64.8,380.3,437.6,3
660063814,2669617,1339,66.3,61.5,64.8,166.4,214.6,3
663438439,3657459,1342,63.8,59.2,64.8,172.7,220.4,3
663452774,3900361,1343,65.8,60.4,64.8,179.9,224.8,3
663452834,3900324,1344,58.3,54.4,64.8,194.0,241.6,3
663460405,4654404,1345,70.0,64.9,64.8,172.4,220.2,3
663527147,3555168,1349,71.4,66.4,64.8,200.3,246.6,3
664015858,4010551,1350,68.5,64.1,64.8,196.4,244.1,3
664015950,4010529,1351,67.7,62.8,64.8,194.3,240.1,3
664015699,3995502,1352,67.7,62.6,64.8,194.3,239.5,3
663994193,3892794,1353,86.0,79.3,64.8,160.6,207.6,3
664051136,2746946,1355,65.6,64.9,64.8,536.9,595.7,3
664536136,2252829,1356,98.5,91.2,64.8,146.9,195.9,3
677696905,12911191,1359,56.2,50.9,64.8,131.2,177.6,1
669761241,3655581,1361,59.5,55.1,53.0,155.4,193.1,3
669791511,4174799,1362,54.5,50.7,57.2,159.2,201.6,3
670874864,5144384,1363,62.5,57.7,64.8,183.6,229.2,3
670880332,5144975,1364,54.8,50.2,64.8,153.4,199.8,3
669791412,4166062,1365,70.3,65.3,64.8,216.4,261.2,3
669791468,4166217,1366,36.4,33.6,49.0,129.5,164.6,3
669776784,3673644,1367,49.7,46.0,64.8,179.0,225.5,3
670880387,5256791,1368,51.7,47.8,64.8,194.3,239.4,3
671587895,5499975,1369,55.2,51.4,64.8,211.3,257.3,3
670880425,5247140,1370,49.4,46.3,64.8,194.3,242.6,3
669799286,4192496,1371,58.9,54.8,37.6,129.5,155.5,3
677455241,7594143,1374,66.3,61.8,64.8,221.6,267.0,3
674920475,4622356,1375,66.7,62.3,64.8,227.8,273.4,3
674905507,4529019,1376,64.9,60.9,64.8,221.3,268.5,3
674920544,4607634,1377,65.5,61.3,64.8,222.9,269.4,3
672799397,2973004,1378,68.8,64.0,64.8,198.9,245.3,3
674920425,4600054,1379,63.5,59.2,64.8,210.9,257.3,3
675926261,4555302,1380,64.0,60.1,64.8,246.1,291.5,3
674928491,4018250,1381,56.9,53.3,64.8,240.4,285.8,3
677082571,5625174,1382,66.8,63.1,64.8,248.7,296.0,3
676477818,5089208,1383,131.0,130.3,0.0,269.0,267.7,3
677107382,4917771,1385,69.4,64.5,64.8,220.3,265.0,3
677131315,4308369,1386,40.6,37.5,75.9,218.2,271.8,3
677553603,2632789,1388,125.3,117.8,64.8,249.8,295.8,3
677115522,2153991,1389,78.8,78.1,750.1,220.3,961.2,0
678312180,165426,1397,315.4,312.9,22.6,27.2,49.4,2
678959801,632036,1399,280.3,275.6,57.3,111.7,166.1,2
679750571,681697,1400,298.8,295.9,64.8,129.5,192.4,2
680450837,685165,1402,299.6,297.1,64.7,131.0,194.1,2
681351882,871069,1403,255.7,251.5,64.8,147.6,208.9,2
682306100,923432,1405,280.8,277.6,64.8,182.5,244.4,2
683307154,967146,1407,280.9,277.8,64.8,194.3,256.2,2
690746669,7421160,1409,113.1,106.3,64.8,259.0,304.3,1
687829575,4366738,1410,110.0,103.9,64.7,257.7,304.6,3
686837467,3074091,1411,71.9,67.6,50.2,213.6,248.0,3
686817963,3002451,1412,81.7,76.6,64.8,259.0,303.8,3
687770917,4156258,1413,69.3,64.9,64.8,223.8,270.3,3
688408403,4927700,1414,68.9,64.8,64.8,259.0,304.6,3
687308051,3846575,1415,237.0,236.1,0.0,215.2,214.4,3
689114425,952470,1419,162.2,160.6,590.6,557.5,1136.4,0
691410177,439906,1425,308.8,304.8,64.8,64.8,127.9,2
692178439,746003,1426,273.1,270.2,64.8,129.5,192.2,2
692951384,742693,1428,274.3,269.7,64.8,129.5,191.0,2
693764170,799796,1430,254.7,251.4,64.8,129.5,191.7,2
694539851,744083,1431,273.8,269.0,64.8,129.5,190.9,2
695296046,726101,1433,280.6,275.8,64.8,129.5,191.0,2
696037718,711476,1434,286.4,281.4,64.8,129.5,190.9,2
696895934,763217,1436,292.3,288.1,64.8,148.0,209.7,2
699874844,2954931,1438,136.6,133.7,40.1,129.5,166.0,2
699247738,2312987,1439,170.8,169.6,0.0,376.7,374.2,0
699820099,2820907,1440,95.8,94.4,64.8,192.8,253.9,2
699858848,2861307,1441,94.9,93.4,64.8,194.3,255.0,2
698229222,1301806,1442,91.3,90.5,64.8,192.4,254.9,2
699882528,2942234,1443,97.8,96.6,64.8,209.7,271.0,2
700077975,3150342,1444,106.8,105.9,64.8,256.2,318.3,2
703997624,3768140,1446,249.5,247.6,642.4,254.3,889.8,1
704673830,600800,1450,246.9,244.1,64.8,76.7,139.8,2
705655416,949070,1452,269.2,266.3,64.8,178.9,241.0,2
706620000,931193,1454,291.5,288.2,64.8,194.1,255.9,2
707645631,1009948,1456,278.5,275.2,64.8,203.4,265.1,2
708326318,644482,1457,292.2,285.9,42.1,137.5,175.7,2
709146874,792683,1459,284.8,281.2,38.9,176.4,212.6,2
712986644,3822018,1461,163.9,162.7,0.0,430.5,427.3,2
712054679,2754400,1462,98.8,97.4,64.8,295.4,355.0,0
713804672,4509867,1463,86.2,85.2,64.8,305.8,366.2,2
713813544,4510078,1464,89.4,88.6,64.8,319.7,381.1,2
714347686,5048793,1465,93.5,92.6,64.8,385.3,445.9,2
714340173,5048830,1466,92.1,91.2,64.8,378.7,439.0,2
717969662,3428369,1471,249.1,247.4,588.7,225.9,809.0,1
719269211,1226439,1475,274.7,271.2,64.8,256.4,317.2,2
720632800,1323392,1477,251.3,248.1,64.8,252.4,313.1,2
721963433,1291211,1479,270.3,266.1,75.5,257.4,327.7,2
723320493,1317184,1481,257.8,254.1,64.8,259.0,319.2,2
727082857,3633275,1484,169.7,168.5,0.0,430.5,427.3,2
726316758,2659376,1485,101.2,99.7,64.8,285.8,345.3,0
729135553,4404662,1486,88.1,87.4,28.0,272.7,298.2,2
731536059,6915950,1487,89.1,88.0,64.8,309.5,369.7,2
731546754,7877088,1488,49.7,45.4,39.1,108.5,134.8,2
727310580,3578866,1489,77.4,76.7,64.8,445.9,505.6,2
731639425,4535597,1498,61.4,57.2,64.8,194.3,241.0,3
732070897,4717753,1499,61.4,57.0,64.8,194.3,240.5,3
731546718,4421585,1500,67.4,66.8,57.7,448.6,502.0,3
731546681,4421434,1501,64.1,59.7,64.8,205.7,251.7,3
731546795,4421471,1502,52.9,49.0,64.8,163.9,212.0,3
731514664,3113938,1506,52.9,49.2,64.8,173.5,221.4,3
732883006,5525989,1507,80.7,73.7,64.8,166.5,211.2,3
733283898,5942705,1508,51.5,48.2,64.8,206.9,253.8,3
732940978,5600031,1509,54.1,50.2,64.8,224.4,268.0,3
732161318,3006460,1511,50.1,46.4,64.8,218.9,262.8,3
733741891,2211075,1513,135.2,124.4,64.8,160.6,207.3,3
733299704,1748053,1514,141.0,133.0,64.8,232.5,280.4,3
746535114,12668362,1517,76.7,71.3,64.8,238.9,282.1,1
740439858,6365479,1518,72.2,67.4,64.8,257.8,301.0,3
739061573,4150203,1519,69.7,65.2,64.8,280.7,323.6,3
740214569,5392459,1520,59.6,55.9,56.4,245.6,283.0,3
739081369,4682876,1521,59.7,55.7,64.8,242.1,286.6,3
740364986,6276433,1522,54.1,50.8,64.8,259.0,304.3,3
741068701,6590135,1523,46.2,43.0,64.8,216.0,261.2,3
741736441,7555206,1524,59.8,56.3,64.8,287.7,332.1,3
739096719,5200738,1525,56.8,53.2,64.8,283.6,326.1,3
739326280,5309641,1526,51.5,48.2,64.8,259.0,303.0,3
740439958,6427388,1527,46.2,43.4,68.7,264.5,312.6,3
740439909,6185377,1528,70.1,65.8,42.4,194.3,222.1,3
744144077,4604190,1531,105.4,105.0,0.0,215.2,214.4,3
745677413,6573488,1532,80.6,75.7,64.8,289.2,332.5,3
745669624,6526666,1533,69.6,65.7,45.3,208.7,239.6,3
743607355,3541016,1535,91.6,85.9,64.8,301.3,343.0,3
744201299,3827473,1536,86.7,81.4,64.8,283.0,326.9,3
745188386,4807414,1537,89.8,84.3,64.8,301.0,343.3,3
744693223,4208212,1538,79.7,75.4,64.8,300.7,345.6,3
744749851,4270682,1539,57.8,54.2,64.8,294.9,337.5,3
744684524,4189277,1540,56.5,53.0,64.8,289.7,332.4,3
743687921,2141008,1542,88.0,87.1,803.9,259.1,1051.7,0
747524589,572763,1560,294.2,289.5,64.8,95.9,158.1,2
748214178,662338,1561,278.2,274.8,64.8,111.0,173.5,2
748909304,667692,1563,305.1,299.7,64.8,129.5,190.8,2
749294232,349248,1564,254.3,250.4,27.6,57.0,83.4,2
750031943,715707,1566,295.0,292.8,64.8,136.6,199.9,2
753179981,1628168,1567,136.4,134.0,64.8,147.0,208.0,2
754293983,3663875,1569,216.7,215.3,0.0,376.7,374.2,2
754126169,3530069,1570,54.5,54.0,46.8,136.6,181.6,2
753195380,1822247,1571,63.4,62.6,64.8,156.9,218.7,0
754842488,4189995,1572,65.1,64.1,64.8,194.3,254.9,2
