microseconds_start,duration,job_id,RdMBPS,WtMBPS,Input File Size (Input Level),Input File Size (Output Level),Output File Size (MB),output_level
754764018,4171121,1573,64.8,64.1,64.8,194.3,256.0,2
754858723,4268114,1574,63.6,62.9,64.7,194.3,256.0,2
754929795,4268254,1575,79.6,78.8,64.8,259.1,320.6,2
755115938,4518792,1576,75.1,74.3,64.8,259.0,320.0,2
761474646,4952332,1583,214.9,212.8,750.0,264.8,1005.2,1
764526415,5352179,1587,24.5,23.5,18.6,64.8,79.9,3
763207731,3563330,1588,54.8,50.9,64.8,215.0,259.7,3
764804269,5454676,1589,58.7,55.0,61.3,244.1,285.9,3
764804354,5454560,1590,59.3,55.0,64.8,243.5,286.2,3
765978227,7142931,1591,65.6,64.4,64.8,122.0,183.3,3
765869997,6851787,1592,65.1,61.3,64.8,313.5,356.5,3
765955335,7090477,1593,93.7,91.3,64.8,129.5,189.3,3
765970103,7090520,1594,63.3,59.8,64.8,332.5,375.2,3
765568532,6096819,1595,53.5,50.2,64.8,285.1,327.8,3
766524969,7705325,1596,30.4,28.4,38.0,167.3,191.9,3
765714504,6579494,1597,55.6,52.5,64.8,311.4,354.7,3
765003487,2986369,1599,47.5,44.5,64.8,259.0,303.1,2
765654974,2173859,1601,52.6,49.9,64.8,322.0,366.5,2
769284565,2586772,1605,68.7,67.9,9.2,52.1,60.5,2
770418228,3234100,1606,180.6,179.3,0.0,430.5,427.3,2
770432746,3233985,1607,62.4,61.6,64.8,89.1,152.0,2
770440426,3628091,1608,63.0,62.2,64.8,129.5,191.8,2
770986319,4272477,1609,63.0,62.4,64.8,129.5,192.4,2
770527522,3809717,1610,74.9,73.9,64.7,194.3,255.8,2
769204959,2498821,1611,91.1,90.3,73.3,257.6,328.0,0
771017553,4304655,1612,82.6,81.7,80.7,256.0,332.9,2
771010179,4294461,1613,91.4,90.4,64.7,309.4,370.1,2
767635880,935007,1614,88.6,87.7,64.8,298.9,359.9,2
774492341,3268074,1621,275.5,273.8,534.9,323.9,853.3,1
775307341,738634,1624,308.4,305.7,64.8,152.5,215.3,2
776124045,785528,1626,297.6,292.6,64.8,158.2,219.2,2
777180435,1040391,1628,274.9,272.1,64.8,208.0,270.0,2
778260992,1044324,1629,279.9,275.9,64.8,214.0,274.8,2
779583405,1286017,1631,252.8,250.5,64.8,245.2,307.2,2
782985163,3349832,1633,161.7,160.5,0.0,430.5,427.3,2
782985033,2791581,1635,99.8,98.8,64.7,254.1,315.7,0
784146543,3907615,1636,92.2,91.1,64.7,279.0,339.6,2
784165140,3985997,1637,101.3,100.3,64.8,320.3,381.4,2
784613059,4435506,1638,100.4,99.3,64.8,359.9,420.0,2
784813314,4635985,1639,113.0,112.0,64.8,434.8,495.1,2
788199337,3186308,1643,261.4,259.7,588.7,205.6,789.0,1
789409010,1125855,1647,249.7,245.8,64.7,203.4,263.9,2
790373611,930119,1649,269.2,265.1,55.5,183.3,235.2,2
791640342,1250621,1651,268.8,264.7,64.8,255.8,315.7,2
792852113,1195704,1653,284.0,280.1,64.8,259.1,319.4,2
793625765,758054,1655,294.5,290.8,37.0,175.9,210.2,2
797127512,3449754,1656,98.4,97.3,48.8,274.8,320.0,2
797127367,2858055,1658,157.9,156.8,0.0,430.5,427.3,0
800230970,5983414,1659,79.7,72.2,64.8,156.3,200.2,2
801057547,5983275,1660,62.8,57.9,60.0,194.3,234.4,2
799684474,5439197,1661,92.7,91.9,64.8,416.3,476.7,2
797153653,2908862,1662,78.0,77.1,64.8,380.5,439.8,3
798500391,4243398,1663,80.3,79.4,64.8,393.4,453.3,3
801842906,7159736,1664,60.4,56.2,10.9,45.6,52.5,2
806378673,6573108,1676,77.5,76.8,64.8,464.7,524.6,3
807560852,7767801,1677,62.6,57.8,52.9,207.1,240.1,3
804393751,4355236,1678,73.8,68.8,64.8,265.0,307.4,3
810621196,10816286,1679,86.7,80.9,64.8,278.2,320.1,3
811329707,11350795,1680,61.0,55.6,64.8,176.2,219.7,3
804420922,4685116,1681,44.6,41.1,64.8,214.6,257.6,3
808344772,7896710,1683,58.4,54.6,64.8,276.4,318.9,3
801669031,979608,1684,42.2,39.0,64.8,247.8,289.0,3
806389438,6124841,1685,25.8,23.3,64.8,129.5,175.3,3
804432110,4147720,1686,47.8,44.3,64.8,259.0,300.2,3
806347857,4143222,1688,31.4,29.1,64.8,258.8,300.2,3
808998950,7108634,1689,85.7,79.9,64.8,292.5,333.0,3
813985746,11305684,1690,84.5,79.5,64.7,291.5,335.0,1
814056839,9208747,1693,29.9,27.7,64.8,259.0,299.6,3
814179807,8889446,1694,77.6,77.0,642.5,194.3,830.4,3
814144989,8776859,1695,29.5,26.8,64.8,194.3,235.6,3
814162512,7724502,1697,83.8,83.4,0.0,269.0,267.8,3
811259490,4417902,1698,42.0,39.2,64.8,286.6,328.0,3
811096336,4370032,1699,43.3,40.2,64.8,254.2,296.0,3
816960126,9368767,1700,41.0,38.3,64.8,282.9,324.5,3
816109181,7657609,1702,155.7,153.9,64.8,129.5,192.1,3
816617815,7601266,1703,97.9,92.3,64.7,304.3,347.8,3
814118305,3366943,1705,39.4,36.3,64.8,222.7,265.1,0
816967366,5842175,1707,48.9,45.7,64.8,289.5,330.9,3
816691825,5414794,1708,71.0,66.7,64.8,301.7,344.4,3
815450847,3951737,1709,39.6,36.9,64.8,289.0,329.9,3
815340428,1308801,1711,64.3,60.1,64.8,293.2,335.1,2
818102686,800954,1715,286.9,283.9,64.8,154.4,216.8,2
818944600,811266,1716,291.8,287.0,64.8,161.0,222.0,2
819883047,903304,1718,300.7,297.5,64.8,194.3,256.3,2
822639214,2815768,1720,63.3,62.5,40.3,129.5,167.6,0
822639171,2812468,1721,140.3,139.3,0.0,376.7,374.2,2
823410894,3593801,1722,94.9,94.0,42.0,274.1,313.3,2
823594737,3784273,1723,87.5,86.8,64.8,235.2,297.4,2
823418822,3594104,1724,100.7,99.5,64.8,280.5,340.9,2
823700743,3890784,1725,85.0,83.9,64.8,241.8,302.7,2
823387529,3493714,1726,101.1,100.0,64.8,310.2,371.2,2
827702787,3813013,1734,269.4,266.9,749.5,229.9,970.7,1
828507908,720919,1739,282.6,279.3,64.8,129.5,192.0,2
829342234,803877,1740,288.1,284.2,64.8,156.1,217.9,2
830304676,932708,1742,291.2,287.2,64.8,194.3,255.5,2
831288062,967159,1744,290.2,285.3,64.8,202.9,263.1,2
832421942,1099269,1745,263.1,258.7,64.7,211.1,271.2,2
835181519,2724330,1747,104.7,103.3,57.1,215.0,268.5,2
836944166,2715026,1749,63.0,61.9,33.5,129.5,160.4,2
838050032,4670799,1750,114.8,113.9,0.0,430.5,427.3,2
836951943,3932675,1751,58.8,58.1,38.1,183.7,219.1,0
838062383,4951990,1752,78.0,76.8,64.8,282.5,342.0,2
836952005,3953410,1753,79.3,78.4,64.7,309.6,370.2,2
838093180,5107652,1754,79.2,78.4,64.8,321.1,381.9,2
838254677,5239296,1755,81.9,81.1,64.8,344.6,405.3,2
838264485,5264792,1756,86.1,85.0,64.7,367.4,427.0,2
841583166,3125413,1760,244.6,243.3,534.9,194.3,725.2,1
844243298,2990031,1763,83.8,76.0,64.8,174.3,216.6,3
848095822,6872265,1764,91.0,84.1,64.8,259.0,299.2,3
848855872,7756158,1765,87.0,80.3,64.8,259.0,298.8,3
848496749,7275162,1766,87.9,86.6,64.8,209.2,269.7,3
851553126,10459319,1767,40.1,36.7,61.2,201.6,240.3,3
851246550,9417368,1768,63.1,62.7,14.2,129.5,142.7,3
848863979,7865843,1769,47.9,44.3,64.8,259.0,299.0,3
845594345,3900303,1770,43.1,39.6,64.8,234.2,274.6,3
852913003,11805193,1771,31.6,28.8,53.3,180.5,213.3,3
845550491,3731458,1772,30.5,28.3,46.3,182.8,212.5,3
848124007,7083788,1773,85.9,85.0,64.8,327.9,388.4,3
846436192,3266914,1775,88.9,87.9,64.8,269.7,330.9,2
849066528,4792028,1777,34.2,31.4,64.8,242.6,282.4,2
852912825,7080854,1778,30.5,28.0,64.8,239.4,279.2,2
848114899,2387669,1780,115.8,115.0,0.0,376.6,374.2,2
850843933,3945580,1781,88.1,87.5,12.9,137.2,149.2,2
853430294,5318769,1783,83.6,82.9,64.8,500.1,559.8,2
851571558,3411754,1784,28.8,26.5,64.8,259.0,298.7,0
853326432,3043731,1787,101.7,100.2,64.8,222.0,282.6,2
853239043,2956006,1788,98.2,96.8,64.8,220.4,281.0,2
852865865,1787535,1792,99.2,98.3,64.8,438.6,498.8,2
857132638,3373112,1795,259.3,257.2,589.4,244.7,827.5,1
858160291,1011639,1799,268.5,264.7,64.7,194.3,255.4,2
860330774,2128032,1800,86.2,84.8,25.9,89.6,113.6,2
861710809,3015819,1802,130.8,129.2,64.8,200.6,262.2,2
860305974,1404558,1803,98.6,97.2,64.7,218.8,279.7,2
862187526,3488891,1804,94.9,93.6,64.7,251.1,311.4,2
864695666,5991655,1805,107.0,106.1,42.1,342.9,381.7,2
864834250,5992412,1806,149.7,148.9,0.0,322.8,321.0,2
863168316,3773089,1807,98.0,97.0,64.8,495.1,554.3,2
863893498,2260910,1816,98.6,97.7,64.8,498.8,558.1,0
867901373,6156511,1818,78.4,77.4,64.8,350.6,410.4,2
867877553,5556131,1820,98.3,97.4,64.8,512.5,571.7,2
872713033,7726139,1825,77.2,71.1,64.8,259.0,298.1,3
869689323,4785812,1826,70.2,65.0,64.8,255.8,296.6,3
877946903,13062179,1827,67.7,62.5,64.8,265.1,304.6,3
876228467,11437692,1828,42.1,38.8,64.8,245.7,286.0,3
869206058,4396354,1829,43.0,39.6,64.8,259.0,297.9,3
876776242,11625598,1831,41.4,37.7,54.7,174.8,209.0,3
872849822,7893798,1832,37.3,34.5,64.8,263.3,303.6,3
874142574,9230442,1833,29.7,27.4,64.8,259.0,298.8,3
870469992,5112876,1834,54.3,50.1,64.8,267.7,306.6,3
879005010,14018773,1835,27.5,25.3,64.8,240.1,280.2,3
874034098,5808814,1838,42.2,38.9,64.8,259.0,298.4,3
877705094,9248111,1839,79.4,73.4,64.8,269.7,309.4,1
877301466,8041394,1841,88.2,87.5,536.2,241.5,771.8,3
876228381,6422495,1842,50.5,47.1,64.7,272.4,314.1,3
877780288,6997413,1844,26.0,24.0,64.8,259.0,298.8,3
880551679,7819995,1846,176.0,175.2,0.0,269.0,267.8,3
877312807,4420164,1847,156.1,144.9,64.8,281.4,321.4,3
879833583,5738646,1849,25.5,23.6,64.8,275.9,315.5,3
880278178,6116013,1850,62.7,58.1,64.8,278.6,318.1,3
878686784,2325186,1852,59.0,54.8,64.8,279.6,319.4,3
881919079,5672611,1853,45.8,42.6,64.8,276.8,317.3,3
878554006,1602852,1855,64.1,59.6,64.8,282.1,322.7,0
882247808,4929144,1856,76.7,71.4,64.8,295.8,335.4,3
882622855,5294262,1857,72.8,67.6,64.8,303.0,341.6,3
883774092,870937,1862,245.2,242.2,64.8,138.9,201.1,2
884752105,947728,1864,272.2,269.3,64.8,181.2,243.4,2
887770450,2994009,1866,78.7,77.9,15.3,55.7,70.3,2
887779994,2661843,1867,88.5,87.4,58.6,194.2,249.5,0
888866290,3689893,1868,148.4,147.4,0.0,376.7,374.2,2
886045672,945733,1869,83.9,82.7,64.8,230.5,291.2,2
888992539,3857046,1870,90.9,90.2,50.3,275.3,323.1,2
889165868,4062536,1871,91.6,90.5,64.7,272.2,332.9,2
889247421,4146377,1872,93.9,92.7,64.8,299.0,359.3,2
888942002,3757382,1873,98.3,97.5,64.8,323.8,385.4,2
893687846,4233848,1880,249.8,247.5,749.5,259.1,999.3,1
904684360,10972586,1885,102.6,100.6,64.8,181.9,241.9,3
899822440,5362425,1886,122.8,121.2,64.7,194.3,255.6,3
900846032,7101976,1887,49.2,45.4,49.1,202.6,232.2,3
900834854,7049550,1888,52.3,48.5,64.7,286.9,326.1,3
904512822,10377987,1889,49.9,46.2,64.8,273.1,312.6,3
904692673,10982830,1890,44.5,41.5,64.8,324.4,363.7,3
903187633,9463235,1891,81.3,80.6,64.8,113.8,177.2,3
904648481,10758861,1892,43.1,40.2,64.8,323.8,362.4,3
907650547,13656192,1893,69.3,68.5,64.8,235.8,297.1,3
903176523,9180208,1894,88.5,87.1,64.8,242.5,302.7,3
904435036,10318522,1895,117.5,116.8,3.9,70.3,73.8,3
896238547,2521498,1896,31.8,29.6,51.1,261.4,291.3,2
898678314,2211541,1898,38.3,35.6,64.8,314.1,352.6,2
903257236,4546663,1901,37.9,35.2,64.8,323.8,361.6,2
903809449,3642449,1903,86.6,85.4,64.8,245.6,306.3,2
903187505,2304162,1905,30.9,28.4,64.8,259.0,297.4,2
904674143,3758493,1906,36.6,34.2,64.8,319.0,358.0,2
907658521,4450991,1908,153.9,152.6,0.0,538.1,533.3,2
906885955,3665547,1909,29.8,27.8,64.8,323.8,361.6,0
903878176,662302,1910,74.4,73.8,64.8,250.9,313.1,2
907784898,4497835,1911,66.8,66.0,64.8,134.1,196.5,2
908013023,4187371,1912,83.3,82.0,64.7,292.4,351.7,2
907681837,3122559,1917,81.1,80.2,64.7,259.1,320.3,2
908075790,3410896,1919,79.6,78.9,64.8,194.3,256.5,2
908290638,3600304,1921,98.0,97.0,64.8,271.8,333.0,2
911817638,3313935,1925,288.9,286.9,694.7,218.2,906.8,1
912646346,741833,1928,308.8,305.3,64.8,153.7,216.0,2
913528192,836581,1930,321.1,317.2,64.8,191.4,253.1,2
917464313,3920033,1932,69.3,68.1,64.8,194.3,254.5,2
918163291,4609797,1933,158.3,157.4,0.0,322.8,321.0,2
917498655,3961484,1934,81.2,80.2,64.8,242.0,303.2,2
918171534,4616969,1935,75.8,75.0,58.2,251.3,306.4,2
918154101,4281506,1936,68.8,67.9,64.8,237.9,298.6,2
919152220,5287100,1937,73.5,72.7,64.8,259.1,320.1,2
918710396,5160962,1939,78.2,77.4,60.3,324.3,381.1,2
917482112,2138463,1943,82.0,81.1,64.8,348.6,409.1,0
921091738,3499459,1950,133.3,131.8,64.8,380.2,439.9,2
923487340,5123552,1955,39.2,36.6,22.3,104.6,118.3,3
927471663,8900459,1957,44.9,40.9,48.9,170.7,199.8,3
926450279,8134180,1958,33.1,30.7,27.8,129.5,146.0,3
926474909,8266557,1959,41.6,38.3,47.0,189.7,217.5,3
924157383,5960470,1960,41.7,38.3,64.8,259.0,297.1,3
929275145,11052842,1961,41.1,37.6,64.8,259.0,296.8,3
928806854,10199311,1962,37.3,34.2,64.8,251.7,290.7,3
927609192,8717269,1964,41.3,38.1,64.8,278.6,316.4,3
923995408,4979320,1965,123.8,122.9,536.2,270.1,800.1,3
928921697,10096983,1966,34.2,31.5,64.8,268.3,306.1,3
922818253,3393059,1968,39.6,36.5,70.9,310.4,351.7,3
928113876,6828992,1970,31.1,28.6,64.8,262.8,301.6,1
931270865,8394346,1972,132.7,131.3,64.8,159.2,221.8,3
932067172,8525226,1974,181.6,178.4,56.1,234.6,285.4,3
931841830,7828092,1975,85.3,79.3,64.8,312.8,350.9,3
932820065,8642027,1976,37.4,34.2,64.8,234.9,273.4,3
931212840,4641987,1978,49.5,45.9,64.8,304.6,342.3,3
936622801,10119293,1979,44.3,41.0,64.8,295.5,333.6,3
933819660,6094609,1981,45.1,41.9,64.8,306.6,345.3,3
933413674,5358144,1982,46.2,43.2,39.6,196.5,220.6,3
930068376,1770684,1984,61.2,56.7,64.8,290.7,329.7,2
930624530,1677741,1985,132.7,131.7,0.0,430.5,427.3,2
936666309,3912410,1989,94.3,93.2,64.8,244.2,305.5,2
936477883,3743573,1990,80.4,79.4,64.8,222.1,283.6,2
936151099,3435977,1991,39.5,36.7,64.8,316.7,353.8,2
936125679,3402549,1992,74.7,73.8,72.2,206.6,275.3,0
937371353,4662368,1993,109.2,108.3,64.8,420.7,481.5,2
937405292,3974472,1996,119.6,118.4,64.8,388.5,448.6,2
941119296,3499566,2005,280.6,278.5,588.7,347.9,929.5,1
941272759,73099,2009,266.8,264.4,10.8,7.8,18.4,2
942036841,742543,2010,274.4,270.2,64.8,129.5,191.3,2
942954748,887471,2012,290.2,286.6,64.8,180.8,242.6,2
945869376,2859883,2014,94.3,93.0,64.7,192.6,253.6,2
947097341,3817993,2015,71.2,70.0,64.8,194.3,254.9,2
947752308,4459626,2016,159.1,158.1,0.0,322.8,321.0,2
948306819,5009075,2017,81.2,79.8,64.8,280.8,339.6,2
947773270,4472509,2018,86.8,85.9,64.8,305.5,366.3,2
948277888,4889498,2019,83.2,82.2,64.8,323.0,383.4,2
949031776,5736689,2020,77.1,76.2,64.8,303.3,364.1,2
947105462,2128268,2024,79.4,78.7,64.8,369.6,430.3,0
949475132,3464250,2026,96.4,95.0,64.8,253.6,313.7,2
956446916,8563340,2035,59.0,54.7,39.7,169.3,193.7,3
954552880,5787858,2037,42.4,37.8,64.8,169.2,208.6,3
956348497,7748231,2038,64.1,58.3,64.8,214.4,253.7,3
960541560,11799973,2039,35.1,31.5,64.8,194.3,233.0,3
952152382,3711926,2040,35.3,32.0,64.8,223.1,260.9,3
960768027,12357440,2041,113.6,112.8,482.4,271.0,748.2,3
957953105,9531442,2042,40.5,37.5,64.8,303.6,340.9,3
960541703,11954960,2044,122.5,120.8,64.8,167.5,229.1,3
961397938,13064805,2045,28.4,26.0,64.8,259.0,296.9,3
962367930,13920699,2046,26.6,24.2,64.8,234.4,272.0,3
957007636,6955708,2048,103.1,96.0,64.8,329.8,367.3,1
954752057,4565857,2049,30.6,28.2,64.8,296.0,332.5,3
966134261,13450532,2051,25.0,23.1,52.9,259.0,288.4,3
968431626,13799455,2054,93.4,92.1,27.9,106.1,132.1,3
961797910,7024982,2055,83.9,82.8,64.8,218.8,279.7,3
969016566,12651721,2057,27.5,25.5,30.7,153.5,171.1,3
960552312,4012887,2058,29.3,27.1,64.8,323.8,359.8,3
959895322,1988897,2059,117.3,116.2,52.9,323.1,372.5,2
961587714,3542966,2061,112.0,110.9,64.7,351.3,411.8,2
961419551,1504027,2063,85.1,83.9,64.7,129.5,191.6,2
964799674,3894456,2064,68.5,68.1,20.0,189.1,207.6,2
964292416,3361905,2065,24.3,22.5,52.4,259.0,288.1,2
966932329,4263473,2068,105.9,105.1,0.0,430.5,427.3,0
965159616,2394095,2069,93.1,92.0,64.8,340.3,400.4,2
967197486,4564875,2070,113.4,111.7,64.7,266.2,326.0,2
965836646,3197448,2071,29.5,27.3,64.8,323.8,359.8,2
968063303,3059905,2076,132.6,131.6,64.7,447.7,508.7,2
968870821,4053350,2077,32.5,30.3,64.8,327.8,365.6,2
975185740,5675431,2081,154.6,153.4,642.5,194.2,830.4,1
977814911,5324786,2085,56.5,51.1,64.8,222.2,259.6,3
981761647,8958094,2086,84.3,83.1,64.7,194.3,255.4,3
985729473,12921464,2087,59.0,54.5,64.8,299.9,337.1,3
981784904,9199282,2088,51.5,47.9,64.7,348.1,384.0,3
984148385,11455678,2089,87.6,86.4,62.0,230.8,288.8,3
979253126,6486225,2090,34.5,31.5,64.8,230.2,269.1,3
987408303,14800406,2091,36.9,33.9,64.8,259.0,297.1,3
982374989,9900764,2092,65.1,64.6,30.3,126.8,155.9,3
982206936,9524542,2093,45.3,42.2,64.8,346.6,383.0,3
981412325,8398682,2094,88.7,87.8,64.7,257.7,318.9,3
987145083,14663803,2095,41.4,38.4,64.8,325.7,362.8,3
978433745,3221821,2098,33.3,30.7,64.8,299.0,335.1,2
981653425,3505890,2100,26.3,24.0,64.8,259.0,295.6,2
982263788,3810063,2101,116.0,115.2,0.0,430.5,427.3,2
981815089,2531572,2103,104.5,103.6,64.8,401.2,461.9,2
986327166,4676124,2105,68.5,67.8,25.7,113.5,137.7,2
986114820,3890059,2106,29.9,28.0,67.3,351.3,391.3,0
987195218,4911247,2113,96.7,95.8,64.8,388.2,448.5,2
986531015,2130460,2119,27.1,25.1,64.8,317.6,354.7,2
987639278,3473836,2120,106.7,105.3,64.8,288.8,348.8,2
988180681,2434596,2124,168.3,166.7,64.8,326.1,387.0,2
996632864,7847179,2129,70.9,65.3,8.2,35.4,40.2,1
997447734,6846457,2132,69.6,65.2,34.9,205.9,225.7,3
1001302777,10425589,2133,136.3,135.1,696.3,323.9,1010.8,3
991251091,645279,2134,47.7,44.4,41.0,232.2,254.6,3
1002046056,10969178,2135,36.7,34.1,38.4,200.2,221.4,3
1004116693,13060705,2136,44.7,40.6,64.8,227.0,264.8,3
1005987288,14864135,2137,114.3,111.8,64.8,80.6,142.2,3
997408468,6808408,2138,106.6,105.0,64.8,142.8,204.5,3
996652336,6008752,2139,32.6,29.8,64.8,259.0,296.3,3
994232522,3626755,2140,61.4,60.7,64.8,147.8,210.0,3
1009455866,17950372,2141,57.1,56.1,64.8,77.5,139.7,3
1009496208,18879074,2142,78.4,77.6,64.8,220.6,282.4,3
1008087766,16811222,2143,34.9,32.1,64.8,300.2,336.1,3
1009506905,15231327,2146,65.5,64.8,44.2,178.2,220.0,3
998424896,1333493,2150,30.9,28.7,64.8,320.1,357.1,2
999752218,2041585,2151,27.4,25.3,64.8,323.8,359.2,2
1001302928,3629317,2152,60.4,59.6,64.8,203.8,265.3,2
1001317549,3818018,2153,96.7,96.0,0.0,430.4,427.3,2
1001302970,2612562,2155,66.4,65.7,28.3,129.5,156.1,2
1003560505,3561200,2156,62.6,61.9,64.8,264.1,324.8,2
1005997627,4663812,2158,67.2,66.5,64.8,294.0,354.9,2
1006968475,5505181,2159,29.9,28.1,64.8,415.4,451.2,2
1006007882,4668596,2160,26.2,24.5,64.8,384.2,419.2,0
1006979258,5596800,2161,92.7,91.6,64.8,334.0,394.0,2
1006788694,2491496,2168,25.2,23.5,64.8,388.5,423.8,2
1009473424,4512267,2169,33.9,31.9,64.8,427.9,463.3,2
1011704705,4579607,2181,31.8,29.6,12.8,65.4,73.1,3
1009577540,2585183,2182,53.5,49.6,36.5,194.3,213.9,3
1011664002,4521364,2183,43.1,39.8,31.6,156.5,173.8,3
1017614022,10617033,2184,49.4,44.5,64.8,212.5,249.7,3
1013200194,5885130,2186,42.0,39.2,51.5,307.4,334.7,3
1016625403,8950982,2187,44.8,41.8,64.8,388.5,422.9,3
1020854585,13763875,2188,61.8,57.7,64.8,372.2,408.4,3
1024177883,12348127,2192,34.5,32.3,64.8,388.5,423.6,1
1023017456,11200209,2193,125.9,125.5,0.0,215.2,214.4,3
1024196903,12385036,2194,28.6,26.7,39.4,238.6,260.1,3
1019402738,7415513,2195,29.3,26.7,64.8,247.9,284.9,3
1024833896,13030880,2196,50.6,47.6,64.7,417.0,453.0,3
1024968822,13166728,2197,28.4,26.6,44.4,270.3,294.3,3
1022069873,10199135,2198,92.9,91.9,803.9,290.5,1082.7,3
1023422912,11617447,2199,35.5,33.0,64.8,355.1,389.7,3
1023309942,9981869,2201,35.3,32.9,64.8,373.5,408.6,3
1025733179,9089459,2204,36.1,33.7,64.8,388.5,422.9,3
1020930380,1791931,2206,56.2,52.8,64.8,422.7,457.5,0
1026509252,454887,2221,265.4,262.2,64.8,50.4,113.8,2
1026793383,172726,2222,272.5,270.1,19.2,25.7,44.5,2
1027564048,754456,2224,270.0,266.3,64.8,129.5,191.6,2
1030576182,1535514,2225,130.9,129.6,64.8,126.9,189.8,2
1031627964,3352232,2227,165.8,164.7,0.0,376.7,374.2,2
1031636458,3390288,2228,60.8,59.3,64.8,129.5,189.6,2
1031636331,3352095,2229,60.1,59.1,64.8,129.5,191.0,2
1031990597,3777182,2230,58.7,57.9,58.0,129.5,185.0,2
1031998639,3776951,2231,67.5,66.9,64.8,178.5,240.9,2
1030590735,2382573,2232,76.3,75.6,64.8,210.0,272.3,0
1032782059,4576970,2233,117.3,115.1,64.8,178.9,239.3,2
1032773354,2179211,2242,81.5,80.6,64.8,291.1,351.7,2
1038640336,6410262,2254,34.4,31.0,37.4,129.5,150.5,3
1038650728,5719253,2257,53.0,48.3,64.8,259.0,295.4,3
1042955778,10087535,2258,45.1,41.3,46.3,199.5,225.3,3
1043333780,10509803,2259,113.2,112.8,0.0,215.2,214.4,3
1044072979,11266939,2260,53.0,49.2,64.8,356.0,391.0,3
1044598570,11734087,2262,46.4,43.0,64.8,312.5,350.2,1
1037901066,5091146,2263,36.5,34.1,64.8,286.4,327.6,3
1041635142,8533894,2264,33.4,30.6,61.5,273.7,307.1,3
1041234870,8325237,2265,33.9,31.1,64.8,299.5,333.9,3
1044631662,11827385,2266,41.7,39.0,64.8,390.4,425.3,3
1044746511,11945817,2267,104.8,103.7,750.0,422.5,1160.4,3
1044580245,11442540,2268,37.6,35.0,64.8,359.8,395.1,3
1040333663,1993205,2273,38.5,35.9,64.8,374.2,408.5,0
1047584284,1859763,2290,39.2,38.8,17.9,44.5,61.7,2
1048484362,3852383,2291,89.5,88.7,64.7,94.1,157.4,2
1048484534,3852591,2292,47.9,47.2,64.8,64.8,127.6,2
1048484298,3852457,2293,136.2,135.6,0.0,269.0,267.8,2
1048476164,3636670,2294,53.5,52.4,55.9,129.5,181.7,2
1046305743,1667599,2295,63.1,62.2,50.3,129.5,177.2,2
1048475819,2985488,2296,52.9,52.0,64.8,129.5,191.0,2
1049127760,4481105,2297,46.9,46.1,64.8,107.5,169.4,2
1049423197,4808173,2298,52.9,52.1,64.8,129.5,191.5,2
1048467555,2838112,2301,68.0,67.4,64.8,226.0,288.0,2
1048476059,2070545,2306,80.4,79.6,64.8,304.0,364.9,0
1049756677,1262139,2316,223.9,221.0,64.8,204.8,266.1,2
1050687182,1132826,2322,110.9,100.1,27.9,91.9,108.2,3
1062186503,12420753,2323,26.9,24.3,16.8,64.8,73.8,3
1061718852,12033042,2324,68.5,64.1,47.7,287.8,314.1,3
1059500228,9838816,2325,79.3,79.0,0.0,215.2,214.4,3
1059510509,9838709,2326,37.2,34.6,52.2,296.9,325.1,3
1061729100,12225877,2327,48.1,44.9,64.8,386.2,421.2,3
1059566113,9078758,2330,134.2,132.8,643.6,518.2,1150.2,1
1053742901,3184046,2331,34.7,32.1,64.8,333.6,368.6,3
1064631405,14109984,2332,38.7,36.1,64.8,386.5,421.3,3
1055895460,5138163,2333,31.3,28.7,64.8,306.1,340.4,3
1063694024,12856698,2334,61.4,60.4,64.8,126.7,188.1,3
1067610917,17110241,2335,52.8,52.0,64.7,104.7,166.8,3
1059388724,2847521,2340,52.8,52.0,64.8,111.4,173.4,0
1063577787,3364403,2346,35.5,33.2,60.1,374.6,406.9,2
1063658823,3497621,2347,64.7,63.7,64.8,185.1,246.1,2
1063315220,3267562,2348,52.4,51.3,64.8,139.7,200.3,2
1064059520,4092240,2349,49.8,49.1,64.8,129.5,191.8,2
1064059688,4090722,2350,26.0,23.9,64.8,285.3,321.6,2
1063747760,4051707,2351,60.2,59.7,64.8,170.7,233.3,2
1066684611,4943051,2353,141.4,140.7,0.0,269.0,267.8,2
1066662166,4098371,2355,66.9,66.0,68.8,246.6,311.3,2
1067602797,3990893,2360,51.0,50.7,64.7,129.5,193.1,2
1068329434,4735284,2361,28.9,27.1,64.8,407.1,441.6,2
1068058207,4112157,2363,52.5,52.1,64.8,129.5,193.0,2
1067611350,3883603,2365,77.1,76.3,64.8,237.7,299.0,2
1066677474,1995120,2372,65.6,64.9,64.8,231.6,293.1,0
1068915718,4256675,2373,75.6,75.0,45.1,255.2,298.0,2
1068827381,4165966,2374,77.8,77.1,64.8,251.0,312.8,2
1071451832,2515959,2393,131.7,126.3,63.6,252.4,303.0,3
1078647753,9823630,2394,69.6,63.9,47.7,221.4,247.1,3
1074138867,5051806,2395,67.2,61.1,64.8,259.0,294.5,3
1073148735,4053863,2396,110.7,105.7,64.8,388.5,433.1,3
1080632354,10468681,2399,31.0,28.8,34.4,194.3,212.4,1
1080405942,10210613,2400,34.6,31.3,64.8,259.0,293.6,3
1088979556,18823254,2401,113.8,113.4,0.0,215.2,214.4,3
