,job_id,flush_size,flush_speed,start_time,end_time
0,2.0,58004316.0,90.55279303357385,1461485.0,2102043.0
1,3.0,57994758.0,109.03073816721563,2653857.0,3185769.0
2,4.0,57994404.0,103.46849883051473,3842307.0,4402810.0
3,5.0,58005732.0,111.14849504479992,5014595.0,5536471.0
4,7.0,58000068.0,52.53719765104653,6202726.0,7306707.0
5,8.0,58008210.0,52.55376032354039,7615874.0,8719662.0
6,9.0,58007738.0,116.7952007602756,8783686.0,9280348.0
7,10.0,58004788.0,112.58671469969973,9957363.0,10472564.0
8,12.0,58007030.0,62.15900274752359,11124361.0,12057565.0
9,13.0,58003136.0,72.12553143073153,12298660.0,13102857.0
10,14.0,58005496.0,67.11540557583612,13528273.0,14392538.0
11,15.0,58004198.0,68.39351487746066,14828648.0,15676743.0
12,20.0,58001366.0,55.01305675696183,16006952.0,17061272.0
13,21.0,57996410.0,61.59216031944946,17278907.0,18220527.0
14,22.0,58003608.0,81.11995636577231,18431205.0,19146240.0
15,23.0,58002546.0,58.50776051202131,19597417.0,20588782.0
16,25.0,57993106.0,28.25100887576847,20922130.0,22974910.0
17,29.0,58005968.0,59.98058896946372,22975201.0,23942280.0
18,31.0,58001130.0,97.64943861084595,24274135.0,24868108.0
19,32.0,58000540.0,47.49156009141221,25606142.0,26827423.0
20,33.0,58008328.0,71.76672728847319,27003238.0,27811528.0
21,34.0,57993106.0,57.40101453507074,28168769.0,29179084.0
22,38.0,58002192.0,73.8778844720924,29520424.0,30305533.0
23,40.0,58006322.0,53.33895047742353,30844137.0,31931641.0
24,41.0,57990628.0,74.90413046791647,32117340.0,32891538.0
25,42.0,58001130.0,58.91490010055968,33316291.0,34300781.0
26,43.0,57998416.0,57.285045330499294,34630761.0,35643214.0
27,45.0,57992752.0,29.688975259337454,35968473.0,37921816.0
28,46.0,58000304.0,38.95184100210473,37931402.0,39420428.0
29,49.0,58001366.0,64.76641203644253,39425730.0,40321277.0
30,51.0,58006912.0,55.64767324510071,40730162.0,41772558.0
31,53.0,58000658.0,70.08660188965835,42137832.0,42965389.0
32,54.0,57999714.0,57.87545539726208,43390230.0,44392377.0
33,56.0,57996292.0,85.27762877745234,44663099.0,45343187.0
34,58.0,58002664.0,66.8363586919573,46034690.0,46902521.0
35,59.0,57999714.0,60.12775552348726,47330470.0,48295078.0
36,60.0,58005496.0,57.463101782277086,48661443.0,49670882.0
37,62.0,57989094.0,30.02464762297276,49965507.0,51896890.0
38,63.0,58003254.0,38.13311655653607,51902035.0,53423108.0
39,64.0,57998652.0,59.27635380629468,53428779.0,54407224.0
40,68.0,58004080.0,78.68438116374153,54613371.0,55350545.0
41,70.0,57992988.0,22.78272279384525,55954757.0,58500238.0
42,72.0,58003608.0,54.28721391013966,58509398.0,59577856.0
43,77.0,58007384.0,66.8209311808981,59895058.0,60763160.0
44,78.0,58001720.0,95.02527925135406,61103688.0,61714070.0
45,80.0,57998652.0,57.51865879237761,62390239.0,63398584.0
46,82.0,58003136.0,49.85365820117098,63670285.0,64833753.0
47,90.0,58004670.0,11.16343453519201,65238577.0,70434529.0
48,94.0,57988150.0,19.53899770066608,70444419.0,73412235.0
49,100.0,58002428.0,56.117660262426156,73412522.0,74446108.0
50,103.0,58005968.0,51.042495545240556,74694094.0,75830519.0
51,104.0,58004198.0,46.564022904630136,76119004.0,77364691.0
52,105.0,58000422.0,52.525195609650076,77377747.0,78481987.0
53,107.0,58000658.0,23.58258405266175,78631186.0,81090656.0
54,108.0,58005142.0,54.72286458235061,81100329.0,82160309.0
55,111.0,57995112.0,61.279963144391985,82573108.0,83519504.0
56,114.0,58001956.0,60.07259839404431,83913153.0,84878684.0
57,116.0,58001720.0,23.100386123451973,85294001.0,87804856.0
58,118.0,57991808.0,56.47681737394395,87812441.0,88839266.0
59,122.0,57996292.0,81.5851775575775,89087505.0,89798373.0
60,125.0,58002664.0,62.518567700726585,90429933.0,91357700.0
61,128.0,57993342.0,34.90597297726758,91605209.0,93266625.0
62,139.0,58007266.0,5.6774804227313895,93274990.0,103492069.0
63,142.0,58003608.0,15.288818927856552,103935024.0,107728882.0
64,148.0,57995112.0,73.07326968703104,107738362.0,108532019.0
65,150.0,57997000.0,51.14373897707231,109117151.0,110251151.0
66,151.0,58004906.0,70.05533420210703,110457203.0,111285190.0
67,152.0,58005142.0,59.46458121680402,111685511.0,112660968.0
68,153.0,57994404.0,75.77471310623987,112946363.0,113711716.0
69,155.0,58004434.0,25.24443185220776,114340337.0,116638049.0
70,156.0,57998770.0,62.45156670614838,116643350.0,117572050.0
71,160.0,58003844.0,62.20318073116066,118148762.0,119081252.0
72,163.0,57999124.0,76.66173292499329,119308763.0,120065322.0
73,165.0,58000540.0,24.858443198771834,120675916.0,123009149.0
74,167.0,57994758.0,64.15647408397292,123014456.0,123918414.0
75,171.0,58009390.0,56.80200654879874,124331485.0,125352741.0
76,174.0,57999714.0,90.5588979240051,125646406.0,126286870.0
77,178.0,58001130.0,20.852299568365808,126840264.0,129621786.0
78,181.0,58004670.0,61.314487341163336,129626859.0,130572878.0
